feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text,dominant_topic_id,discovered_topic
MPF01649,Please improve cleanliness in the washroom area.,1,Line 2A,Shimpoli,2026-02-26,Tourism,Cleanliness,coach_cleanliness,Negative,-0.52,High,Student,Not Required,English,Synthetic Complaint,please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01650,"Overall, It was difficult to connect from the metro to the bus stop.",2,Line 7,Dindoshi,2026-08-07,Daily commute,Connectivity,interchange,Negative,-0.45,High,Student,Open,Hinglish,Synthetic Review,overall difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01651,"Today, Train service was running late today. Please improve punctuality.",1,Line 1,Azad Nagar,2026-04-22,College,Delay,late_train,Negative,-0.76,High,Tourist,Open,English,Synthetic Review,today train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF01652,Security staff guided me properly when I asked for help.,5,Line 3,SEEPZ,2026-07-31,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.68,Low,Working professional,Not Required,English,Synthetic Review,security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01653,"Today, The station floor was dirty and bins were overflowing.",1,Line 2A,Shimpoli,2026-03-18,Tourism,Cleanliness,coach_cleanliness,Negative,-0.94,High,Senior citizen,Not Required,English,Synthetic Review,today station floor dirty bin overflowing,5,Station Staff Behavior & Security
MPF01654,"During my trip, Good value for money compared with other transport options.",4,Line 2A,Dahisar East,2026-05-14,Work,Fare,fare_complaint,Positive,0.92,Low,Tourist,Resolved,English,Synthetic Review,trip good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF01655,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,Marol Naka,2026-05-02,Work,Delay,service_frequency,Negative,-0.59,High,General,In Review,Hinglish,Synthetic Survey,overall frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01656,Better last-mile connectivity would help passengers.,3,Line 7,Aarey,2026-08-14,Tourism,Connectivity,interchange,Neutral,0.02,Medium,Working professional,Open,English,Synthetic Survey,better lastmile connectivity would help passenger,7,Train & Platform Overcrowding
MPF01657,"During my trip, Please train staff to respond more politely to passengers.",2,Line 7,Mogharpada,2026-07-19,Shopping,Staff Behaviour,staff_helpfulness,Negative,-0.9,High,Working professional,In Review,English,Synthetic Review,trip please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF01658,"In my experience, Good value for money compared with other transport options.",4,Line 2A,Goregaon West,2026-04-18,College,Fare,frequent_commuter_cost,Positive,0.62,Low,General,Not Required,English,Synthetic Survey,experience good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF01659,"Overall, There should be more working ticket counters during rush hours.",3,Line 6,Swami Samarth Nagar,2026-06-02,Other,Ticketing,counter_queue,Neutral,-0.01,Medium,Senior citizen,Not Required,English,Synthetic Survey,overall working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF01660,"During my trip, Security presence at the station was reassuring.",5,Line 2A,Goregaon West,2026-07-19,Other,Safety,platform_safety,Positive,0.59,Low,Senior citizen,Not Required,English,Synthetic Complaint,trip security presence station reassuring,5,Station Staff Behavior & Security
MPF01661,"Today, Seats and windows were clean during my journey.",4,Line 3,BKC,2026-05-10,Other,Cleanliness,washroom_cleanliness,Positive,0.67,Low,Tourist,Not Required,English,Synthetic Review,today seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01662,"Today, Please train staff to respond more politely to passengers.",2,Line 7,Goregaon East,2026-08-06,Shopping,Staff Behaviour,staff_helpfulness,Negative,-0.9,High,Senior citizen,In Review,Hinglish,Synthetic Review,today please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF01663,Please train staff to respond more politely to passengers.,2,Line 2A,Poisar,2026-02-08,Other,Staff Behaviour,staff_helpfulness,Negative,-0.55,High,Student,Not Required,English,Synthetic Survey,please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF01664,"In my experience, The coach condition was good and everything looked maintained.",5,Line 3,MIDC,2026-03-02,Other,Maintenance,equipment,Positive,0.68,Low,Tourist,Not Required,English,Synthetic Review,experience coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF01665,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 3,Marol Naka,2026-05-04,Shopping,Delay,missed_connection,Positive,0.73,Low,General,Not Required,English,Synthetic Review,overall little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF01666,Frequent delays on this route are becoming difficult for daily commuters.,3,Line 3,MIDC,2026-06-14,Work,Delay,service_frequency,Neutral,0.09,Medium,Working professional,Resolved,English,Synthetic Complaint,frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01667,"In my experience, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 1,Ghatkopar,2026-07-12,Tourism,Delay,late_train,Negative,-0.75,High,Senior citizen,In Review,English,Synthetic Review,experience frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01668,"Overall, Security staff guided me properly when I asked for help.",5,Line 6,Vikhroli,2026-07-24,Tourism,Staff Behaviour,security_assistance,Positive,0.83,Low,Tourist,Resolved,Hinglish,Synthetic Review,overall security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01669,The ticket machine was not working and caused a queue.,2,Line 7,Aarey,2026-08-10,Other,Ticketing,counter_queue,Negative,-0.91,High,General,Not Required,English,Synthetic Complaint,ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01670,"Overall, Please review the fare for frequent daily commuters.",2,Line 3,Aarey JVLR,2026-02-19,Shopping,Fare,frequent_commuter_cost,Negative,-0.49,High,Working professional,Not Required,English,Synthetic Review,overall please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF01671,"In my experience, The metro connection to other transport was convenient.",5,Line 6,Jogeshwari,2026-08-15,Shopping,Connectivity,interchange,Positive,0.92,Low,Student,Resolved,English,Synthetic Review,experience metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01672,Please improve cleanliness in the washroom area.,3,Line 2A,Poisar,2026-03-16,College,Cleanliness,coach_cleanliness,Neutral,-0.02,Medium,General,Resolved,English,Synthetic Complaint,please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01673,"Overall, The escalator was not working and needs maintenance.",2,Line 1,DN Nagar,2026-04-02,Other,Maintenance,signage_and_fixtures,Negative,-0.77,High,General,Not Required,English,Synthetic Review,overall escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01674,"In my experience, The station has clean lifts and working escalators.",5,Line 6,Vikhroli,2026-06-05,College,Facilities,seating_and_water,Positive,0.58,Low,General,Not Required,English,Synthetic Review,experience station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01675,"Overall, Security staff guided me properly when I asked for help.",3,Line 2A,Kandarpada,2026-05-01,Other,Staff Behaviour,security_assistance,Neutral,0.04,Medium,Student,Not Required,English,Synthetic Review,overall security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01676,"Overall, Good value for money compared with other transport options.",4,Line 1,Azad Nagar,2026-06-16,Other,Fare,fare_complaint,Positive,0.69,Low,General,Not Required,English,Synthetic Review,overall good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF01677,The metro connection to other transport was convenient.,5,Line 6,Jogeshwari,2026-03-18,Daily commute,Connectivity,interchange,Positive,0.93,Low,Student,Not Required,English,Synthetic Complaint,metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01678,"In my experience, The station staff were polite and helpful.",4,Line 3,Aarey JVLR,2026-06-03,Daily commute,Staff Behaviour,staff_helpfulness,Positive,0.76,Low,Tourist,Resolved,English,Synthetic Survey,experience station staff polite helpful,5,Station Staff Behavior & Security
MPF01679,"During my trip, The QR ticket scanner worked smoothly.",4,Line 6,Jogeshwari,2026-06-14,Daily commute,Ticketing,qr_scanner,Positive,0.81,Low,Tourist,Resolved,English,Synthetic Survey,trip qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01680,"In my experience, The coach was clean and well maintained.",4,Line 3,SEEPZ,2026-07-24,Tourism,Cleanliness,station_cleanliness,Positive,0.72,Low,Student,Not Required,English,Synthetic Survey,experience coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01681,The coach was extremely crowded during peak hours.,3,Line 3,Marol Naka,2026-06-12,Daily commute,Crowding,peak_hour_crowding,Neutral,-0.07,Medium,Working professional,Resolved,English,Synthetic Survey,coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF01682,"Overall, The QR ticket scanner worked smoothly.",5,Line 3,MIDC,2026-07-30,Shopping,Ticketing,counter_queue,Positive,0.87,Low,Working professional,Resolved,English,Synthetic Complaint,overall qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01683,"During my trip, The coach was extremely crowded during peak hours.",2,Line 1,Andheri,2026-01-24,Other,Crowding,peak_hour_crowding,Negative,-0.77,High,Senior citizen,Not Required,English,Synthetic Complaint,trip coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF01684,"Overall, The platform was overcrowded and felt unsafe.",3,Line 2A,Poisar,2026-06-06,Tourism,Safety,security_presence,Neutral,0.08,Medium,Tourist,Not Required,English,Synthetic Survey,overall platform overcrowded felt unsafe,7,Train & Platform Overcrowding
MPF01685,"Today, The train had comfortable space and was not crowded.",5,Line 3,Aarey JVLR,2026-07-15,Other,Crowding,door_area_crowding,Positive,0.6,Low,Senior citizen,Not Required,English,Synthetic Complaint,today train comfortable space crowded,7,Train & Platform Overcrowding
MPF01686,"During my trip, Please improve cleanliness in the washroom area.",1,Line 7,Mogharpada,2026-04-01,Shopping,Cleanliness,washroom_cleanliness,Negative,-0.37,High,Senior citizen,Open,Hinglish,Synthetic Survey,trip please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01687,"During my trip, The lift was out of service and caused inconvenience.",2,Line 6,Vikhroli,2026-03-01,Shopping,Facilities,escalator,Negative,-0.39,High,Tourist,Open,English,Synthetic Survey,trip lift service caused inconvenience,2,Train Service Delays & Inconvenience
MPF01688,"In my experience, Please review the fare for frequent daily commuters.",4,Line 1,Azad Nagar,2026-08-22,Tourism,Fare,frequent_commuter_cost,Positive,0.71,Low,Student,Resolved,English,Synthetic Review,experience please review fare frequent daily commuter,3,Daily Commuter Fare Structure & Review
MPF01689,"In my experience, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Shimpoli,2026-04-17,Work,Delay,service_frequency,Positive,0.7,Low,Tourist,Not Required,English,Synthetic Review,experience little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF01690,"Overall, Broken fixtures and damaged signs should be repaired.",2,Line 1,Azad Nagar,2026-08-23,Tourism,Maintenance,signage_and_fixtures,Negative,-0.72,High,General,Open,English,Synthetic Complaint,overall broken fixture damaged sign repaired,7,Train & Platform Overcrowding
MPF01691,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 6,Kanjurmarg,2026-06-06,Shopping,Staff Behaviour,staff_politeness,Negative,-0.43,High,General,Resolved,English,Synthetic Review,experience staff member counter rude unhelpful,5,Station Staff Behavior & Security
MPF01692,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 7,Jogeshwari East,2026-01-25,Daily commute,Delay,service_frequency,Positive,0.76,Low,General,Resolved,Hinglish,Synthetic Survey,overall little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF01693,It was difficult to connect from the metro to the bus stop.,2,Line 2A,Goregaon West,2026-03-18,Shopping,Connectivity,interchange,Negative,-0.36,High,Student,Not Required,English,Synthetic Review,difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01694,"Overall, The coach was extremely crowded during peak hours.",1,Line 3,Marol Naka,2026-01-05,Other,Crowding,peak_hour_crowding,Negative,-0.43,High,General,In Review,English,Synthetic Survey,overall coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF01695,"In my experience, The seating area and signage were useful.",4,Line 6,Kanjurmarg,2026-03-18,Tourism,Facilities,lift,Positive,0.6,Low,General,Resolved,English,Synthetic Review,experience seating area signage useful,6,Station Seating & Signage Amenities
MPF01696,"Overall, Very little waiting time today; the train arrived on schedule.",4,Line 2A,Kandarpada,2026-04-20,Work,Delay,service_frequency,Positive,0.76,Low,Senior citizen,Resolved,Hinglish,Synthetic Review,overall little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF01697,"In my experience, The station infrastructure appeared well maintained.",4,Line 6,Swami Samarth Nagar,2026-04-13,Tourism,Maintenance,signage_and_fixtures,Positive,0.6,Low,General,Resolved,Hinglish,Synthetic Review,experience station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01698,"During my trip, Please improve cleanliness in the washroom area.",2,Line 2A,Dahisar East,2026-08-28,Daily commute,Cleanliness,washroom_cleanliness,Negative,-0.57,High,Tourist,Resolved,English,Synthetic Survey,trip please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01699,"During my trip, Please improve passenger safety near the platform edge.",1,Line 3,BKC,2026-01-19,College,Safety,general_safety,Negative,-0.76,High,Tourist,In Review,English,Synthetic Survey,trip please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF01700,The station infrastructure appeared well maintained.,3,Line 2A,Poisar,2026-05-08,Shopping,Maintenance,equipment,Neutral,-0.09,Medium,Tourist,Open,English,Synthetic Survey,station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01701,"Overall, The fare is reasonable for the service provided.",3,Line 1,DN Nagar,2026-02-20,College,Fare,frequent_commuter_cost,Neutral,-0.07,Medium,General,Not Required,English,Synthetic Complaint,overall fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01702,"Overall, Please train staff to respond more politely to passengers.",2,Line 3,MIDC,2026-05-21,College,Staff Behaviour,security_assistance,Negative,-0.51,High,Senior citizen,Resolved,English,Synthetic Review,overall please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF01703,"Today, More seating and drinking water facilities are needed.",4,Line 1,Versova,2026-08-03,Work,Facilities,escalator,Positive,0.72,Low,Working professional,Not Required,English,Synthetic Complaint,today seating drinking water facility needed,6,Station Seating & Signage Amenities
MPF01704,The coach was clean and well maintained.,5,Line 3,SEEPZ,2026-08-10,College,Cleanliness,washroom_cleanliness,Positive,0.89,Low,Student,Resolved,English,Synthetic Survey,coach clean well maintained,0,Coach & Infrastructure Maintenance
MPF01705,"Today, Seats and windows were clean during my journey.",5,Line 6,Shyam Nagar,2026-03-30,Daily commute,Cleanliness,station_cleanliness,Positive,0.94,Low,General,Resolved,English,Synthetic Survey,today seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01706,"During my trip, Seats and windows were clean during my journey.",5,Line 6,Swami Samarth Nagar,2026-01-30,Tourism,Cleanliness,station_cleanliness,Positive,0.84,Low,Tourist,Resolved,English,Synthetic Complaint,trip seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01707,"During my trip, The station has clean lifts and working escalators.",4,Line 1,Azad Nagar,2026-03-12,Daily commute,Facilities,lift,Positive,0.79,Low,Senior citizen,Not Required,English,Synthetic Complaint,trip station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01708,It was difficult to connect from the metro to the bus stop.,3,Line 2A,Goregaon West,2026-07-07,Work,Connectivity,interchange,Neutral,-0.1,Medium,General,Open,English,Synthetic Complaint,difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01709,"During my trip, Please improve passenger safety near the platform edge.",1,Line 2A,Goregaon West,2026-06-05,Tourism,Safety,general_safety,Negative,-0.55,High,General,In Review,English,Synthetic Survey,trip please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF01710,"Today, Good value for money compared with other transport options.",5,Line 7,Aarey,2026-01-15,Work,Fare,fare_value,Positive,0.63,Low,Working professional,Not Required,English,Synthetic Survey,today good value money compared transport option,0,Coach & Infrastructure Maintenance
MPF01711,"In my experience, The QR ticket scanner worked smoothly.",5,Line 6,Vikhroli,2026-02-13,Shopping,Ticketing,ticket_machine,Positive,0.91,Low,Tourist,Not Required,English,Synthetic Complaint,experience qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01712,"During my trip, The coach condition was good and everything looked maintained.",5,Line 1,Ghatkopar,2026-03-27,Work,Maintenance,signage_and_fixtures,Positive,0.58,Low,Working professional,Not Required,English,Synthetic Survey,trip coach condition good everything looked maintained,0,Coach & Infrastructure Maintenance
MPF01713,"Overall, I felt safe throughout the journey and at the station.",5,Line 7,Mogharpada,2026-04-27,Other,Safety,general_safety,Positive,0.65,Low,Student,Not Required,English,Synthetic Review,overall felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01714,"In my experience, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Shimpoli,2026-03-17,Shopping,Delay,service_frequency,Positive,0.82,Low,Tourist,Resolved,Hinglish,Synthetic Review,experience little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF01715,"Today, Too many passengers were packed into the train today.",1,Line 1,Ghatkopar,2026-03-04,Other,Crowding,platform_crowding,Negative,-0.78,High,Student,In Review,Hinglish,Synthetic Complaint,today many passenger packed train today,7,Train & Platform Overcrowding
MPF01716,"Overall, More seating and drinking water facilities are needed.",3,Line 7,Jogeshwari East,2026-03-01,College,Facilities,lift,Neutral,-0.06,Medium,General,Not Required,English,Synthetic Review,overall seating drinking water facility needed,6,Station Seating & Signage Amenities
MPF01717,"Overall, Seats and windows were clean during my journey.",5,Line 2A,Poisar,2026-01-13,Tourism,Cleanliness,station_cleanliness,Positive,0.74,Low,Tourist,Resolved,English,Synthetic Review,overall seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01718,"Today, The station staff were polite and helpful.",5,Line 1,Azad Nagar,2026-04-20,Daily commute,Staff Behaviour,staff_helpfulness,Positive,0.72,Low,Senior citizen,Resolved,English,Synthetic Complaint,today station staff polite helpful,5,Station Staff Behavior & Security
MPF01719,"Overall, The metro connection to other transport was convenient.",5,Line 1,Ghatkopar,2026-02-06,Daily commute,Connectivity,bus_connection,Positive,0.57,Low,Working professional,Resolved,English,Synthetic Survey,overall metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01720,"Overall, The station infrastructure appeared well maintained.",4,Line 2A,Dahisar East,2026-05-28,Shopping,Maintenance,signage_and_fixtures,Positive,0.86,Low,Senior citizen,Not Required,English,Synthetic Survey,overall station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01721,"In my experience, The train was delayed by 25 minutes and I missed my connection.",2,Line 2A,Poisar,2026-03-24,Shopping,Delay,service_frequency,Negative,-0.92,High,Senior citizen,In Review,Hinglish,Synthetic Complaint,experience train delayed 25 minute missed connection,7,Train & Platform Overcrowding
MPF01722,"During my trip, The coach was extremely crowded during peak hours.",3,Line 7,Mogharpada,2026-01-24,College,Crowding,peak_hour_crowding,Neutral,0.09,Medium,Senior citizen,Open,Hinglish,Synthetic Complaint,trip coach extremely crowded peak hour,0,Coach & Infrastructure Maintenance
MPF01723,"In my experience, The metro connection to other transport was convenient.",5,Line 6,Swami Samarth Nagar,2026-04-12,Other,Connectivity,bus_connection,Positive,0.71,Low,Senior citizen,Not Required,English,Synthetic Review,experience metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01724,The station infrastructure appeared well maintained.,4,Line 2A,Shimpoli,2026-07-27,Daily commute,Maintenance,equipment,Positive,0.8,Low,Senior citizen,Not Required,English,Synthetic Survey,station infrastructure appeared well maintained,0,Coach & Infrastructure Maintenance
MPF01725,"Today, The train had comfortable space and was not crowded.",4,Line 1,Azad Nagar,2026-01-05,College,Crowding,peak_hour_crowding,Positive,0.73,Low,Tourist,Not Required,Hinglish,Synthetic Review,today train comfortable space crowded,7,Train & Platform Overcrowding
MPF01726,"During my trip, Seats and windows were clean during my journey.",4,Line 2A,Kandarpada,2026-06-12,Work,Cleanliness,coach_cleanliness,Positive,0.58,Low,Student,Resolved,English,Synthetic Complaint,trip seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01727,Seats and windows were clean during my journey.,5,Line 3,Marol Naka,2026-01-20,Tourism,Cleanliness,coach_cleanliness,Positive,0.76,Low,Student,Not Required,English,Synthetic Review,seat window clean journey,4,Ticket Pricing & Short Distance Fares
MPF01728,"In my experience, Security presence at the station was reassuring.",5,Line 2A,Goregaon West,2026-06-24,Shopping,Safety,security_presence,Positive,0.57,Low,Senior citizen,Not Required,English,Synthetic Survey,experience security presence station reassuring,5,Station Staff Behavior & Security
MPF01729,"Today, Very little waiting time today; the train arrived on schedule.",4,Line 3,BKC,2026-08-28,Other,Delay,service_frequency,Positive,0.78,Low,Student,Not Required,English,Synthetic Complaint,today little waiting time today train arrived schedule,7,Train & Platform Overcrowding
MPF01730,"Today, Please train staff to respond more politely to passengers.",1,Line 3,BKC,2026-06-10,Work,Staff Behaviour,security_assistance,Negative,-0.62,High,Senior citizen,Resolved,English,Synthetic Review,today please train staff respond politely passenger,7,Train & Platform Overcrowding
MPF01731,"Today, The fare is reasonable for the service provided.",3,Line 6,Vikhroli,2026-03-09,Work,Fare,fare_value,Neutral,0.05,Medium,Tourist,Not Required,Hinglish,Synthetic Complaint,today fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01732,The escalator was not working and needs maintenance.,3,Line 1,Andheri,2026-06-30,Shopping,Maintenance,signage_and_fixtures,Neutral,-0.03,Medium,Working professional,Open,English,Synthetic Complaint,escalator working need maintenance,1,Escalator & Lift Operational Maintenance
MPF01733,"Today, Too many passengers were packed into the train today.",2,Line 3,MIDC,2026-07-15,Work,Crowding,peak_hour_crowding,Negative,-0.79,High,General,In Review,Hinglish,Synthetic Survey,today many passenger packed train today,7,Train & Platform Overcrowding
MPF01734,"Overall, The ticket price feels expensive for a short journey.",2,Line 3,Marol Naka,2026-07-04,Work,Fare,frequent_commuter_cost,Negative,-0.67,High,General,Open,Hinglish,Synthetic Survey,overall ticket price feel expensive short journey,4,Ticket Pricing & Short Distance Fares
MPF01735,"Overall, Train service was running late today. Please improve punctuality.",1,Line 7,Dindoshi,2026-05-13,College,Delay,service_frequency,Negative,-0.6,High,Student,Open,English,Synthetic Survey,overall train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF01736,Security staff guided me properly when I asked for help.,5,Line 7,Dindoshi,2026-08-09,Work,Staff Behaviour,staff_politeness,Positive,0.79,Low,General,Not Required,English,Synthetic Review,security staff guided properly asked help,5,Station Staff Behavior & Security
MPF01737,The platform was overcrowded and felt unsafe.,2,Line 7,Goregaon East,2026-02-01,Tourism,Safety,platform_safety,Negative,-0.76,High,General,Resolved,English,Synthetic Survey,platform overcrowded felt unsafe,7,Train & Platform Overcrowding
MPF01738,"Overall, The ticket machine was not working and caused a queue.",2,Line 1,Azad Nagar,2026-04-30,Shopping,Ticketing,counter_queue,Negative,-0.49,High,Working professional,Resolved,Hinglish,Synthetic Review,overall ticket machine working caused queue,1,Escalator & Lift Operational Maintenance
MPF01739,"In my experience, Please improve cleanliness in the washroom area.",1,Line 2A,Shimpoli,2026-01-01,Shopping,Cleanliness,coach_cleanliness,Negative,-0.38,High,Senior citizen,Not Required,English,Synthetic Review,experience please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01740,Train service was running late today. Please improve punctuality.,2,Line 6,Shyam Nagar,2026-03-15,Work,Delay,late_train,Negative,-0.58,High,General,Open,English,Synthetic Complaint,train service running late today please improve punctuality,2,Train Service Delays & Inconvenience
MPF01741,"Today, Buying the ticket was quick and easy.",5,Line 1,Azad Nagar,2026-04-20,Other,Ticketing,counter_queue,Positive,0.56,Low,Tourist,Resolved,English,Synthetic Survey,today buying ticket quick easy,4,Ticket Pricing & Short Distance Fares
MPF01742,"Overall, I felt safe throughout the journey and at the station.",4,Line 3,MIDC,2026-08-15,Work,Safety,security_presence,Positive,0.89,Low,Tourist,Resolved,English,Synthetic Review,overall felt safe throughout journey station,4,Ticket Pricing & Short Distance Fares
MPF01743,"During my trip, There should be more working ticket counters during rush hours.",3,Line 3,Aarey JVLR,2026-06-28,Tourism,Ticketing,qr_scanner,Neutral,-0.0,Medium,Working professional,Open,English,Synthetic Complaint,trip working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF01744,The interchange process was smooth and well signposted.,5,Line 3,BKC,2026-08-10,Other,Connectivity,bus_connection,Positive,0.79,Low,General,Not Required,English,Synthetic Survey,interchange process smooth well signposted,0,Coach & Infrastructure Maintenance
MPF01745,"During my trip, Crowding near the doors made boarding difficult.",2,Line 6,Jogeshwari,2026-01-26,Other,Crowding,peak_hour_crowding,Negative,-0.87,High,Working professional,In Review,Hinglish,Synthetic Review,trip crowding near door made boarding difficult,3,Daily Commuter Fare Structure & Review
MPF01746,The metro connection to other transport was convenient.,5,Line 1,DN Nagar,2026-01-19,Tourism,Connectivity,interchange,Positive,0.8,Low,Senior citizen,Not Required,English,Synthetic Complaint,metro connection transport convenient,3,Daily Commuter Fare Structure & Review
MPF01747,"In my experience, Too many passengers were packed into the train today.",3,Line 3,Marol Naka,2026-04-12,College,Crowding,platform_crowding,Neutral,0.04,Medium,Tourist,Open,English,Synthetic Review,experience many passenger packed train today,7,Train & Platform Overcrowding
MPF01748,"In my experience, The station has clean lifts and working escalators.",5,Line 3,BKC,2026-06-18,Work,Facilities,seating_and_water,Positive,0.61,Low,Working professional,Not Required,English,Synthetic Review,experience station clean lift working escalator,1,Escalator & Lift Operational Maintenance
MPF01749,The fare is reasonable for the service provided.,4,Line 7,Aarey,2026-07-11,College,Fare,frequent_commuter_cost,Positive,0.83,Low,General,Not Required,English,Synthetic Review,fare reasonable service provided,2,Train Service Delays & Inconvenience
MPF01750,"During my trip, There should be more working ticket counters during rush hours.",3,Line 6,Kanjurmarg,2026-08-15,Shopping,Ticketing,qr_scanner,Neutral,-0.01,Medium,General,Resolved,English,Synthetic Survey,trip working ticket counter rush hour,1,Escalator & Lift Operational Maintenance
MPF01751,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Jogeshwari,2026-04-09,Daily commute,Delay,service_frequency,Negative,-0.47,High,General,In Review,English,Synthetic Survey,overall frequent delay route becoming difficult daily commuter,3,Daily Commuter Fare Structure & Review
MPF01752,"During my trip, Please improve cleanliness in the washroom area.",2,Line 2A,Dahisar East,2026-05-08,Other,Cleanliness,washroom_cleanliness,Negative,-0.51,High,General,In Review,English,Synthetic Review,trip please improve cleanliness washroom area,6,Station Seating & Signage Amenities
MPF01753,"Today, Security presence at the station was reassuring.",5,Line 6,Vikhroli,2026-01-14,Work,Safety,security_presence,Positive,0.59,Low,Senior citizen,Not Required,English,Synthetic Survey,today security presence station reassuring,5,Station Staff Behavior & Security
MPF01754,"Overall, Please improve passenger safety near the platform edge.",2,Line 6,Vikhroli,2026-01-28,College,Safety,platform_safety,Negative,-0.54,High,Student,In Review,English,Synthetic Review,overall please improve passenger safety near platform edge,7,Train & Platform Overcrowding
MPF01755,"In my experience, The QR ticket scanner worked smoothly.",5,Line 2A,Kandarpada,2026-04-15,College,Ticketing,qr_scanner,Positive,0.79,Low,Student,Not Required,English,Synthetic Complaint,experience qr ticket scanner worked smoothly,4,Ticket Pricing & Short Distance Fares
MPF01756,"Today, It was difficult to connect from the metro to the bus stop.",1,Line 3,Aarey JVLR,2026-01-12,Shopping,Connectivity,last_mile,Negative,-0.51,High,Student,Resolved,Hinglish,Synthetic Survey,today difficult connect metro bus stop,3,Daily Commuter Fare Structure & Review
MPF01757,"Today, Too many passengers were packed into the train today.",1,Line 7,Goregaon East,2026-06-05,Other,Crowding,door_area_crowding,Negative,-0.85,High,Senior citizen,Open,English,Synthetic Survey,today many passenger packed train today,7,Train & Platform Overcrowding
