feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source,processed_text
MPF01456,"Today, The train had comfortable space and was not crowded.",5,Line 1,DN Nagar,2026-06-09,College,Crowding,peak_hour_crowding,Positive,0.62,Low,Working professional,Resolved,English,Synthetic Survey,today train comfortable space crowded
MPF01457,"Today, Train service was running late today. Please improve punctuality.",3,Line 1,DN Nagar,2026-02-26,Work,Delay,late_train,Neutral,0.1,Medium,Working professional,Open,Hinglish,Synthetic Survey,today train service running late today please improve punctuality
MPF01458,More seating and drinking water facilities are needed.,3,Line 7,Jogeshwari East,2026-07-18,College,Facilities,escalator,Neutral,0.06,Medium,Student,Resolved,English,Synthetic Survey,seating drinking water facility needed
MPF01459,Security presence at the station was reassuring.,5,Line 6,Kanjurmarg,2026-05-29,College,Safety,general_safety,Positive,0.66,Low,Working professional,Not Required,English,Synthetic Complaint,security presence station reassuring
MPF01460,"Overall, Too many passengers were packed into the train today.",2,Line 7,Jogeshwari East,2026-01-18,Work,Crowding,platform_crowding,Negative,-0.52,High,Student,In Review,English,Synthetic Review,overall many passenger packed train today
MPF01461,"Overall, The lift was out of service and caused inconvenience.",2,Line 1,Andheri,2026-06-19,College,Facilities,seating_and_water,Negative,-0.92,High,Student,Resolved,English,Synthetic Review,overall lift service caused inconvenience
MPF01462,"During my trip, More seating and drinking water facilities are needed.",3,Line 3,Aarey JVLR,2026-04-03,Tourism,Facilities,seating_and_water,Neutral,-0.08,Medium,Working professional,Not Required,Hinglish,Synthetic Review,trip seating drinking water facility needed
MPF01463,"Today, Better last-mile connectivity would help passengers.",3,Line 6,Jogeshwari,2026-07-20,Daily commute,Connectivity,last_mile,Neutral,-0.03,Medium,Working professional,Not Required,English,Synthetic Complaint,today better lastmile connectivity would help passenger
MPF01464,"During my trip, Good value for money compared with other transport options.",5,Line 7,Jogeshwari East,2026-07-16,Work,Fare,fare_value,Positive,0.84,Low,Working professional,Not Required,English,Synthetic Complaint,trip good value money compared transport option
MPF01465,The coach was extremely crowded during peak hours.,1,Line 2A,Dahisar East,2026-05-22,Tourism,Crowding,door_area_crowding,Negative,-0.63,High,Student,In Review,English,Synthetic Complaint,coach extremely crowded peak hour
MPF01466,"Today, Please improve cleanliness in the washroom area.",2,Line 6,Swami Samarth Nagar,2026-05-31,Other,Cleanliness,washroom_cleanliness,Negative,-0.53,High,Working professional,In Review,English,Synthetic Survey,today please improve cleanliness washroom area
MPF01467,"During my trip, The platform was overcrowded and felt unsafe.",1,Line 6,Shyam Nagar,2026-03-07,Work,Safety,platform_safety,Negative,-0.65,High,Working professional,In Review,English,Synthetic Complaint,trip platform overcrowded felt unsafe
MPF01468,The lift was out of service and caused inconvenience.,2,Line 2A,Goregaon West,2026-06-23,Work,Facilities,escalator,Negative,-0.44,High,Working professional,Open,English,Synthetic Review,lift service caused inconvenience
MPF01469,The ticket price feels expensive for a short journey.,3,Line 7,Mogharpada,2026-03-20,Work,Fare,frequent_commuter_cost,Neutral,0.06,Medium,Senior citizen,Resolved,English,Synthetic Survey,ticket price feel expensive short journey
MPF01470,"During my trip, The interchange process was smooth and well signposted.",5,Line 6,Vikhroli,2026-03-31,Work,Connectivity,interchange,Positive,0.56,Low,Student,Resolved,Hinglish,Synthetic Complaint,trip interchange process smooth well signposted
MPF01471,"During my trip, Please train staff to respond more politely to passengers.",3,Line 6,Shyam Nagar,2026-08-31,Work,Staff Behaviour,security_assistance,Neutral,0.04,Medium,Tourist,Open,English,Synthetic Survey,trip please train staff respond politely passenger
MPF01472,"Today, Security staff guided me properly when I asked for help.",4,Line 7,Jogeshwari East,2026-01-21,Work,Staff Behaviour,staff_helpfulness,Positive,0.74,Low,Working professional,Not Required,Hinglish,Synthetic Review,today security staff guided properly asked help
MPF01473,"Overall, The station floor was dirty and bins were overflowing.",1,Line 7,Mogharpada,2026-01-19,Tourism,Cleanliness,station_cleanliness,Negative,-0.56,High,Working professional,In Review,English,Synthetic Survey,overall station floor dirty bin overflowing
MPF01474,"During my trip, Train service was running late today. Please improve punctuality.",2,Line 3,MIDC,2026-06-21,Other,Delay,missed_connection,Negative,-0.5,High,General,Open,English,Synthetic Review,trip train service running late today please improve punctuality
MPF01475,"Overall, The train had comfortable space and was not crowded.",4,Line 2A,Poisar,2026-05-22,Daily commute,Crowding,door_area_crowding,Positive,0.72,Low,Senior citizen,Resolved,English,Synthetic Complaint,overall train comfortable space crowded
MPF01476,"In my experience, The station staff were polite and helpful.",4,Line 1,DN Nagar,2026-01-17,Tourism,Staff Behaviour,security_assistance,Positive,0.57,Low,General,Resolved,Hinglish,Synthetic Survey,experience station staff polite helpful
MPF01477,The coach was extremely crowded during peak hours.,2,Line 1,DN Nagar,2026-05-20,Tourism,Crowding,door_area_crowding,Negative,-0.5,High,Student,Open,English,Synthetic Review,coach extremely crowded peak hour
MPF01478,Good value for money compared with other transport options.,5,Line 6,Vikhroli,2026-03-20,College,Fare,fare_value,Positive,0.59,Low,Senior citizen,Not Required,English,Synthetic Review,good value money compared transport option
MPF01479,"In my experience, The ticket price feels expensive for a short journey.",2,Line 1,Andheri,2026-03-25,Tourism,Fare,frequent_commuter_cost,Negative,-0.68,High,Tourist,In Review,English,Synthetic Complaint,experience ticket price feel expensive short journey
MPF01480,"During my trip, There should be more working ticket counters during rush hours.",1,Line 3,Marol Naka,2026-06-06,Other,Ticketing,ticket_machine,Negative,-0.59,High,Working professional,Open,English,Synthetic Survey,trip working ticket counter rush hour
MPF01481,"Overall, The coach was extremely crowded during peak hours.",1,Line 3,MIDC,2026-02-25,Daily commute,Crowding,peak_hour_crowding,Negative,-0.77,High,Student,In Review,English,Synthetic Complaint,overall coach extremely crowded peak hour
MPF01482,"Today, The metro connection to other transport was convenient.",5,Line 7,Jogeshwari East,2026-05-15,Shopping,Connectivity,interchange,Positive,0.73,Low,General,Resolved,English,Synthetic Complaint,today metro connection transport convenient
MPF01483,"In my experience, The station staff were polite and helpful.",4,Line 2A,Goregaon West,2026-01-16,Shopping,Staff Behaviour,staff_politeness,Positive,0.57,Low,Tourist,Resolved,English,Synthetic Survey,experience station staff polite helpful
MPF01484,"In my experience, The train had comfortable space and was not crowded.",5,Line 7,Dindoshi,2026-03-11,Daily commute,Crowding,peak_hour_crowding,Positive,0.63,Low,Student,Not Required,English,Synthetic Survey,experience train comfortable space crowded
MPF01485,"In my experience, The metro connection to other transport was convenient.",5,Line 6,Jogeshwari,2026-04-12,Tourism,Connectivity,last_mile,Positive,0.92,Low,Working professional,Not Required,English,Synthetic Review,experience metro connection transport convenient
MPF01486,"Overall, More seating and drinking water facilities are needed.",3,Line 3,MIDC,2026-07-22,Work,Facilities,lift,Neutral,0.07,Medium,General,Resolved,English,Synthetic Complaint,overall seating drinking water facility needed
MPF01487,"During my trip, The fare is reasonable for the service provided.",3,Line 2A,Poisar,2026-03-05,Tourism,Fare,fare_complaint,Neutral,0.08,Medium,Tourist,Resolved,English,Synthetic Survey,trip fare reasonable service provided
MPF01488,"Overall, The coach was clean and well maintained.",5,Line 6,Shyam Nagar,2026-05-19,Work,Cleanliness,washroom_cleanliness,Positive,0.82,Low,Working professional,Not Required,Hinglish,Synthetic Complaint,overall coach clean well maintained
MPF01489,"In my experience, Crowding near the doors made boarding difficult.",1,Line 2A,Kandarpada,2026-04-09,College,Crowding,peak_hour_crowding,Negative,-0.63,High,Student,Resolved,English,Synthetic Review,experience crowding near door made boarding difficult
MPF01490,"In my experience, The platform was overcrowded and felt unsafe.",3,Line 1,Azad Nagar,2026-02-02,Other,Safety,security_presence,Neutral,-0.08,Medium,Senior citizen,Not Required,English,Synthetic Complaint,experience platform overcrowded felt unsafe
MPF01491,"In my experience, The fare is reasonable for the service provided.",3,Line 6,Vikhroli,2026-06-27,Tourism,Fare,fare_complaint,Neutral,-0.03,Medium,Tourist,Open,English,Synthetic Complaint,experience fare reasonable service provided
MPF01492,"Overall, The coach was extremely crowded during peak hours.",2,Line 7,Jogeshwari East,2026-08-11,Other,Crowding,door_area_crowding,Negative,-0.72,High,Tourist,Open,English,Synthetic Complaint,overall coach extremely crowded peak hour
MPF01493,"Overall, The train had comfortable space and was not crowded.",5,Line 6,Swami Samarth Nagar,2026-02-27,Tourism,Crowding,platform_crowding,Positive,0.8,Low,General,Not Required,Hinglish,Synthetic Review,overall train comfortable space crowded
MPF01494,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 7,Jogeshwari East,2026-04-16,Tourism,Delay,service_frequency,Negative,-0.6,High,Student,Open,English,Synthetic Complaint,trip frequent delay route becoming difficult daily commuter
MPF01495,"In my experience, Please improve cleanliness in the washroom area.",2,Line 6,Shyam Nagar,2026-06-25,Tourism,Cleanliness,washroom_cleanliness,Negative,-0.66,High,Student,Resolved,English,Synthetic Review,experience please improve cleanliness washroom area
MPF01496,"In my experience, The interchange process was smooth and well signposted.",5,Line 3,SEEPZ,2026-08-05,College,Connectivity,bus_connection,Positive,0.66,Low,Student,Resolved,Hinglish,Synthetic Complaint,experience interchange process smooth well signposted
MPF01497,"Today, The lift was out of service and caused inconvenience.",3,Line 1,Azad Nagar,2026-03-16,College,Facilities,seating_and_water,Neutral,0.09,Medium,Working professional,Not Required,English,Synthetic Review,today lift service caused inconvenience
MPF01498,The QR ticket scanner worked smoothly.,5,Line 6,Swami Samarth Nagar,2026-01-31,Other,Ticketing,ticket_machine,Positive,0.62,Low,General,Not Required,English,Synthetic Survey,qr ticket scanner worked smoothly
MPF01499,"Today, Crowding near the doors made boarding difficult.",2,Line 2A,Poisar,2026-05-17,Tourism,Crowding,door_area_crowding,Negative,-0.78,High,Student,Open,English,Synthetic Review,today crowding near door made boarding difficult
MPF01500,"In my experience, The station floor was dirty and bins were overflowing.",3,Line 7,Mogharpada,2026-07-28,Work,Cleanliness,washroom_cleanliness,Neutral,0.01,Medium,Student,In Review,English,Synthetic Complaint,experience station floor dirty bin overflowing
MPF01501,Broken fixtures and damaged signs should be repaired.,3,Line 6,Jogeshwari,2026-08-23,Work,Maintenance,infrastructure,Neutral,-0.03,Medium,Student,Resolved,English,Synthetic Review,broken fixture damaged sign repaired
MPF01502,"During my trip, The station staff were polite and helpful.",5,Line 1,Andheri,2026-01-05,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.85,Low,Student,Resolved,English,Synthetic Survey,trip station staff polite helpful
MPF01503,"Overall, Seats and windows were clean during my journey.",5,Line 3,SEEPZ,2026-08-22,Other,Cleanliness,washroom_cleanliness,Positive,0.94,Low,Senior citizen,Resolved,English,Synthetic Review,overall seat window clean journey
MPF01504,"Today, Better last-mile connectivity would help passengers.",2,Line 1,Andheri,2026-03-01,Other,Connectivity,bus_connection,Negative,-0.93,High,Working professional,Not Required,English,Synthetic Survey,today better lastmile connectivity would help passenger
MPF01505,"In my experience, The ticket machine was not working and caused a queue.",1,Line 7,Goregaon East,2026-02-12,College,Ticketing,counter_queue,Negative,-0.71,High,Senior citizen,Resolved,Hinglish,Synthetic Review,experience ticket machine working caused queue
MPF01506,"During my trip, Too many passengers were packed into the train today.",2,Line 1,Azad Nagar,2026-02-17,Shopping,Crowding,peak_hour_crowding,Negative,-0.58,High,Tourist,Resolved,English,Synthetic Survey,trip many passenger packed train today
MPF01507,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 1,Ghatkopar,2026-05-19,Daily commute,Delay,service_frequency,Positive,0.73,Low,Senior citizen,Not Required,English,Synthetic Review,overall little waiting time today train arrived schedule
MPF01508,"Today, The escalator was not working and needs maintenance.",2,Line 7,Goregaon East,2026-08-01,Work,Maintenance,infrastructure,Negative,-0.85,High,General,Not Required,English,Synthetic Review,today escalator working need maintenance
MPF01509,Security presence at the station was reassuring.,5,Line 2A,Kandarpada,2026-06-18,Tourism,Safety,platform_safety,Positive,0.83,Low,Student,Not Required,English,Synthetic Survey,security presence station reassuring
MPF01510,"Overall, The lift was out of service and caused inconvenience.",2,Line 1,Andheri,2026-03-30,Shopping,Facilities,seating_and_water,Negative,-0.65,High,Senior citizen,Open,English,Synthetic Complaint,overall lift service caused inconvenience
MPF01511,"Overall, The interchange process was smooth and well signposted.",5,Line 7,Goregaon East,2026-01-30,Work,Connectivity,last_mile,Positive,0.82,Low,Senior citizen,Not Required,English,Synthetic Review,overall interchange process smooth well signposted
MPF01512,I felt safe throughout the journey and at the station.,4,Line 7,Jogeshwari East,2026-06-03,Daily commute,Safety,platform_safety,Positive,0.68,Low,General,Not Required,Hinglish,Synthetic Review,felt safe throughout journey station
MPF01513,"Today, The seating area and signage were useful.",4,Line 7,Jogeshwari East,2026-08-12,Other,Facilities,seating_and_water,Positive,0.86,Low,Working professional,Not Required,English,Synthetic Review,today seating area signage useful
MPF01514,"In my experience, The station has clean lifts and working escalators.",5,Line 7,Aarey,2026-01-10,Tourism,Facilities,escalator,Positive,0.83,Low,Tourist,Resolved,English,Synthetic Survey,experience station clean lift working escalator
MPF01515,"Overall, The metro connection to other transport was convenient.",4,Line 2A,Poisar,2026-03-03,Shopping,Connectivity,last_mile,Positive,0.76,Low,Student,Resolved,Hinglish,Synthetic Survey,overall metro connection transport convenient
MPF01516,"In my experience, Crowding near the doors made boarding difficult.",2,Line 6,Kanjurmarg,2026-05-20,Work,Crowding,door_area_crowding,Negative,-0.65,High,General,Open,English,Synthetic Review,experience crowding near door made boarding difficult
MPF01517,"During my trip, There should be more working ticket counters during rush hours.",1,Line 2A,Dahisar East,2026-08-01,Daily commute,Ticketing,qr_scanner,Negative,-0.76,High,Tourist,Resolved,English,Synthetic Review,trip working ticket counter rush hour
MPF01518,Please train staff to respond more politely to passengers.,1,Line 2A,Kandarpada,2026-03-16,Daily commute,Staff Behaviour,staff_helpfulness,Negative,-0.64,High,Senior citizen,Resolved,English,Synthetic Survey,please train staff respond politely passenger
MPF01519,"Today, Please improve cleanliness in the washroom area.",2,Line 3,Marol Naka,2026-02-23,Shopping,Cleanliness,station_cleanliness,Negative,-0.59,High,General,In Review,Hinglish,Synthetic Survey,today please improve cleanliness washroom area
MPF01520,"Today, The station infrastructure appeared well maintained.",4,Line 2A,Goregaon West,2026-01-29,College,Maintenance,infrastructure,Positive,0.94,Low,Student,Resolved,English,Synthetic Survey,today station infrastructure appeared well maintained
MPF01521,"Overall, The interchange process was smooth and well signposted.",5,Line 6,Kanjurmarg,2026-04-15,Work,Connectivity,last_mile,Positive,0.56,Low,Senior citizen,Resolved,English,Synthetic Complaint,overall interchange process smooth well signposted
MPF01522,"During my trip, The ticket machine was not working and caused a queue.",2,Line 6,Shyam Nagar,2026-04-05,Tourism,Ticketing,counter_queue,Negative,-0.78,High,General,Resolved,English,Synthetic Complaint,trip ticket machine working caused queue
MPF01523,"In my experience, Please improve passenger safety near the platform edge.",2,Line 2A,Goregaon West,2026-01-19,Work,Safety,security_presence,Negative,-0.5,High,General,Open,English,Synthetic Survey,experience please improve passenger safety near platform edge
MPF01524,"During my trip, The metro connection to other transport was convenient.",5,Line 6,Vikhroli,2026-01-04,Other,Connectivity,bus_connection,Positive,0.77,Low,General,Not Required,Hinglish,Synthetic Review,trip metro connection transport convenient
MPF01525,The QR ticket scanner worked smoothly.,5,Line 6,Kanjurmarg,2026-05-14,Work,Ticketing,ticket_machine,Positive,0.87,Low,Tourist,Resolved,English,Synthetic Review,qr ticket scanner worked smoothly
MPF01526,"In my experience, The station staff were polite and helpful.",5,Line 1,DN Nagar,2026-06-06,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.69,Low,General,Resolved,English,Synthetic Survey,experience station staff polite helpful
MPF01527,The QR ticket scanner worked smoothly.,4,Line 6,Swami Samarth Nagar,2026-04-30,Tourism,Ticketing,qr_scanner,Positive,0.85,Low,General,Not Required,English,Synthetic Review,qr ticket scanner worked smoothly
MPF01528,"Today, The platform was overcrowded and felt unsafe.",2,Line 1,Versova,2026-05-18,Work,Safety,platform_safety,Negative,-0.6,High,Senior citizen,Resolved,English,Synthetic Complaint,today platform overcrowded felt unsafe
MPF01529,"Today, The platform was overcrowded and felt unsafe.",1,Line 3,Aarey JVLR,2026-08-08,Daily commute,Safety,general_safety,Negative,-0.5,High,Student,Open,English,Synthetic Survey,today platform overcrowded felt unsafe
MPF01530,"During my trip, The seating area and signage were useful.",4,Line 2A,Goregaon West,2026-03-25,Other,Facilities,seating_and_water,Positive,0.6,Low,Tourist,Resolved,English,Synthetic Complaint,trip seating area signage useful
MPF01531,"During my trip, The coach was clean and well maintained.",4,Line 1,Ghatkopar,2026-08-20,College,Cleanliness,station_cleanliness,Positive,0.9,Low,Working professional,Not Required,English,Synthetic Survey,trip coach clean well maintained
MPF01532,"Overall, Please train staff to respond more politely to passengers.",2,Line 6,Vikhroli,2026-03-04,Other,Staff Behaviour,staff_politeness,Negative,-0.9,High,Senior citizen,Resolved,English,Synthetic Complaint,overall please train staff respond politely passenger
MPF01533,The coach condition was good and everything looked maintained.,5,Line 7,Dindoshi,2026-03-05,Shopping,Maintenance,infrastructure,Positive,0.77,Low,Student,Not Required,English,Synthetic Complaint,coach condition good everything looked maintained
MPF01534,"Today, The ticket price feels expensive for a short journey.",3,Line 7,Jogeshwari East,2026-04-11,College,Fare,frequent_commuter_cost,Neutral,-0.06,Medium,Student,In Review,English,Synthetic Survey,today ticket price feel expensive short journey
MPF01535,"Today, Too many passengers were packed into the train today.",2,Line 6,Swami Samarth Nagar,2026-01-02,Work,Crowding,door_area_crowding,Negative,-0.68,High,General,Resolved,English,Synthetic Review,today many passenger packed train today
MPF01536,"During my trip, The coach was extremely crowded during peak hours.",2,Line 2A,Kandarpada,2026-06-28,Other,Crowding,door_area_crowding,Negative,-0.91,High,Tourist,Not Required,English,Synthetic Complaint,trip coach extremely crowded peak hour
MPF01537,"During my trip, Security presence at the station was reassuring.",4,Line 7,Dindoshi,2026-02-24,Daily commute,Safety,platform_safety,Positive,0.94,Low,Student,Not Required,English,Synthetic Review,trip security presence station reassuring
MPF01538,"Today, More seating and drinking water facilities are needed.",3,Line 7,Dindoshi,2026-03-11,Tourism,Facilities,escalator,Neutral,0.09,Medium,Student,In Review,English,Synthetic Complaint,today seating drinking water facility needed
MPF01539,"During my trip, The escalator was not working and needs maintenance.",2,Line 1,Ghatkopar,2026-05-07,Tourism,Maintenance,equipment,Negative,-0.39,High,Tourist,Not Required,English,Synthetic Review,trip escalator working need maintenance
MPF01540,"In my experience, Train service was running late today. Please improve punctuality.",3,Line 7,Mogharpada,2026-07-13,College,Delay,service_frequency,Neutral,0.05,Medium,General,In Review,English,Synthetic Review,experience train service running late today please improve punctuality
MPF01541,"Today, Please improve passenger safety near the platform edge.",1,Line 1,DN Nagar,2026-01-31,Work,Safety,platform_safety,Negative,-0.68,High,Student,Resolved,English,Synthetic Complaint,today please improve passenger safety near platform edge
MPF01542,"Overall, Train service was running late today. Please improve punctuality.",3,Line 3,SEEPZ,2026-05-01,Tourism,Delay,service_frequency,Neutral,0.0,Medium,Student,Open,English,Synthetic Complaint,overall train service running late today please improve punctuality
MPF01543,"Today, The staff member at the counter was rude and unhelpful.",1,Line 7,Mogharpada,2026-07-03,Shopping,Staff Behaviour,staff_politeness,Negative,-0.49,High,Student,Not Required,Hinglish,Synthetic Survey,today staff member counter rude unhelpful
MPF01544,"Overall, The coach condition was good and everything looked maintained.",5,Line 6,Swami Samarth Nagar,2026-03-31,Shopping,Maintenance,equipment,Positive,0.88,Low,Student,Not Required,English,Synthetic Survey,overall coach condition good everything looked maintained
MPF01545,"Overall, Buying the ticket was quick and easy.",5,Line 2A,Dahisar East,2026-02-04,Tourism,Ticketing,ticket_machine,Positive,0.91,Low,Student,Not Required,English,Synthetic Review,overall buying ticket quick easy
MPF01546,"Today, The coach was clean and well maintained.",5,Line 7,Goregaon East,2026-07-19,College,Cleanliness,coach_cleanliness,Positive,0.89,Low,Student,Not Required,English,Synthetic Review,today coach clean well maintained
MPF01547,"In my experience, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Swami Samarth Nagar,2026-01-08,Other,Delay,missed_connection,Negative,-0.89,High,Working professional,Resolved,English,Synthetic Review,experience frequent delay route becoming difficult daily commuter
MPF01548,"In my experience, Crowding near the doors made boarding difficult.",2,Line 6,Vikhroli,2026-07-23,Work,Crowding,peak_hour_crowding,Negative,-0.83,High,Senior citizen,Resolved,English,Synthetic Review,experience crowding near door made boarding difficult
MPF01549,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Kandarpada,2026-03-20,Daily commute,Delay,service_frequency,Positive,0.72,Low,General,Not Required,Hinglish,Synthetic Survey,overall little waiting time today train arrived schedule
MPF01550,Please improve cleanliness in the washroom area.,2,Line 6,Vikhroli,2026-08-28,Tourism,Cleanliness,coach_cleanliness,Negative,-0.94,High,Tourist,Open,English,Synthetic Survey,please improve cleanliness washroom area
MPF01551,"Today, The station infrastructure appeared well maintained.",4,Line 1,Andheri,2026-01-08,Daily commute,Maintenance,infrastructure,Positive,0.84,Low,General,Resolved,English,Synthetic Complaint,today station infrastructure appeared well maintained
MPF01552,The seating area and signage were useful.,3,Line 7,Jogeshwari East,2026-07-24,Work,Facilities,escalator,Neutral,-0.0,Medium,Senior citizen,Not Required,Hinglish,Synthetic Survey,seating area signage useful
MPF01553,The station has clean lifts and working escalators.,5,Line 2A,Goregaon West,2026-07-10,Daily commute,Facilities,seating_and_water,Positive,0.62,Low,Student,Resolved,English,Synthetic Survey,station clean lift working escalator
MPF01554,"Overall, Please review the fare for frequent daily commuters.",2,Line 3,Aarey JVLR,2026-04-15,College,Fare,fare_value,Negative,-0.94,High,Senior citizen,In Review,Hinglish,Synthetic Complaint,overall please review fare frequent daily commuter
MPF01555,The escalator was not working and needs maintenance.,2,Line 3,Aarey JVLR,2026-02-07,Shopping,Maintenance,infrastructure,Negative,-0.45,High,Senior citizen,Resolved,English,Synthetic Survey,escalator working need maintenance
MPF01556,"Overall, Too many passengers were packed into the train today.",1,Line 7,Goregaon East,2026-03-11,Daily commute,Crowding,peak_hour_crowding,Negative,-0.56,High,Working professional,Open,English,Synthetic Complaint,overall many passenger packed train today
MPF01557,"Today, The station infrastructure appeared well maintained.",4,Line 2A,Dahisar East,2026-06-10,Shopping,Maintenance,equipment,Positive,0.9,Low,General,Not Required,English,Synthetic Complaint,today station infrastructure appeared well maintained
MPF01558,"Today, The staff member at the counter was rude and unhelpful.",1,Line 7,Aarey,2026-02-04,Tourism,Staff Behaviour,staff_helpfulness,Negative,-0.56,High,Senior citizen,Not Required,English,Synthetic Complaint,today staff member counter rude unhelpful
MPF01559,"Today, The station infrastructure appeared well maintained.",3,Line 7,Goregaon East,2026-05-29,Daily commute,Maintenance,infrastructure,Neutral,-0.07,Medium,General,In Review,English,Synthetic Complaint,today station infrastructure appeared well maintained
MPF01560,"During my trip, Better last-mile connectivity would help passengers.",4,Line 2A,Poisar,2026-04-18,Shopping,Connectivity,interchange,Positive,0.87,Low,Senior citizen,Resolved,English,Synthetic Complaint,trip better lastmile connectivity would help passenger
MPF01561,"In my experience, The fare is reasonable for the service provided.",5,Line 2A,Poisar,2026-05-23,Shopping,Fare,fare_value,Positive,0.66,Low,Senior citizen,Not Required,English,Synthetic Complaint,experience fare reasonable service provided
MPF01562,"During my trip, The coach condition was good and everything looked maintained.",5,Line 6,Swami Samarth Nagar,2026-05-27,Work,Maintenance,signage_and_fixtures,Positive,0.89,Low,Student,Not Required,English,Synthetic Review,trip coach condition good everything looked maintained
MPF01563,"During my trip, The ticket price feels expensive for a short journey.",2,Line 6,Jogeshwari,2026-05-10,College,Fare,fare_value,Negative,-0.78,High,General,Resolved,English,Synthetic Survey,trip ticket price feel expensive short journey
MPF01564,"During my trip, Broken fixtures and damaged signs should be repaired.",2,Line 1,DN Nagar,2026-07-10,Other,Maintenance,signage_and_fixtures,Negative,-0.84,High,Student,Open,English,Synthetic Survey,trip broken fixture damaged sign repaired
MPF01565,Very little waiting time today; the train arrived on schedule.,5,Line 3,MIDC,2026-07-10,Daily commute,Delay,missed_connection,Positive,0.85,Low,Student,Not Required,English,Synthetic Review,little waiting time today train arrived schedule
MPF01566,The station staff were polite and helpful.,4,Line 3,Marol Naka,2026-04-14,Tourism,Staff Behaviour,staff_politeness,Positive,0.76,Low,General,Not Required,Hinglish,Synthetic Survey,station staff polite helpful
MPF01567,"Overall, Please improve cleanliness in the washroom area.",2,Line 1,Ghatkopar,2026-07-03,Shopping,Cleanliness,washroom_cleanliness,Negative,-0.87,High,Working professional,Resolved,Hinglish,Synthetic Complaint,overall please improve cleanliness washroom area
MPF01568,"In my experience, Very little waiting time today; the train arrived on schedule.",4,Line 1,Azad Nagar,2026-01-11,Tourism,Delay,late_train,Positive,0.93,Low,Tourist,Not Required,English,Synthetic Survey,experience little waiting time today train arrived schedule
MPF01569,"Overall, The station infrastructure appeared well maintained.",4,Line 1,Ghatkopar,2026-08-14,Daily commute,Maintenance,infrastructure,Positive,0.72,Low,Working professional,Not Required,Hinglish,Synthetic Complaint,overall station infrastructure appeared well maintained
MPF01570,"During my trip, The station infrastructure appeared well maintained.",4,Line 7,Aarey,2026-03-08,Tourism,Maintenance,signage_and_fixtures,Positive,0.75,Low,Senior citizen,Not Required,English,Synthetic Complaint,trip station infrastructure appeared well maintained
MPF01571,"Overall, The platform was overcrowded and felt unsafe.",2,Line 1,Andheri,2026-08-16,Daily commute,Safety,general_safety,Negative,-0.7,High,Tourist,In Review,English,Synthetic Complaint,overall platform overcrowded felt unsafe
MPF01572,Please review the fare for frequent daily commuters.,2,Line 7,Jogeshwari East,2026-06-30,Work,Fare,frequent_commuter_cost,Negative,-0.91,High,Senior citizen,Not Required,Hinglish,Synthetic Survey,please review fare frequent daily commuter
MPF01573,"Overall, Too many passengers were packed into the train today.",3,Line 1,Ghatkopar,2026-01-09,College,Crowding,platform_crowding,Neutral,-0.01,Medium,Student,Resolved,English,Synthetic Survey,overall many passenger packed train today
MPF01574,"During my trip, Please improve cleanliness in the washroom area.",2,Line 7,Mogharpada,2026-03-30,College,Cleanliness,station_cleanliness,Negative,-0.67,High,Working professional,Open,English,Synthetic Survey,trip please improve cleanliness washroom area
MPF01575,"In my experience, Buying the ticket was quick and easy.",4,Line 1,Andheri,2026-01-30,Tourism,Ticketing,qr_scanner,Positive,0.95,Low,Working professional,Not Required,English,Synthetic Complaint,experience buying ticket quick easy
MPF01576,"In my experience, The train had comfortable space and was not crowded.",4,Line 3,Aarey JVLR,2026-02-14,Shopping,Crowding,peak_hour_crowding,Positive,0.66,Low,Student,Not Required,Hinglish,Synthetic Complaint,experience train comfortable space crowded
MPF01577,Please review the fare for frequent daily commuters.,2,Line 1,Versova,2026-01-23,Work,Fare,frequent_commuter_cost,Negative,-0.87,High,General,Not Required,English,Synthetic Survey,please review fare frequent daily commuter
MPF01578,"During my trip, Crowding near the doors made boarding difficult.",1,Line 2A,Shimpoli,2026-05-08,Other,Crowding,platform_crowding,Negative,-0.87,High,Senior citizen,In Review,Hinglish,Synthetic Survey,trip crowding near door made boarding difficult
MPF01579,"During my trip, The platform was overcrowded and felt unsafe.",2,Line 3,Marol Naka,2026-02-26,Daily commute,Safety,general_safety,Negative,-0.72,High,Senior citizen,In Review,English,Synthetic Review,trip platform overcrowded felt unsafe
MPF01580,The train was delayed by 25 minutes and I missed my connection.,2,Line 7,Jogeshwari East,2026-05-06,College,Delay,late_train,Negative,-0.81,High,Tourist,Resolved,English,Synthetic Review,train delayed 25 minute missed connection
MPF01581,"Today, Please improve passenger safety near the platform edge.",2,Line 7,Dindoshi,2026-09-01,Work,Safety,platform_safety,Negative,-0.63,High,Senior citizen,In Review,English,Synthetic Complaint,today please improve passenger safety near platform edge
