feedback_id,feedback_text,rating,metro_line,station,feedback_date,journey_type,issue_category,subtopic,sentiment,sentiment_score,urgency,passenger_type,resolution_status,language,data_source
MPF01501,Broken fixtures and damaged signs should be repaired.,3,Line 6,Jogeshwari,2026-08-23,Work,Maintenance,infrastructure,Neutral,-0.03,Medium,Student,Resolved,English,Synthetic Review
MPF01502,"During my trip, The station staff were polite and helpful.",5,Line 1,Andheri,2026-01-05,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.85,Low,Student,Resolved,English,Synthetic Survey
MPF01503,"Overall, Seats and windows were clean during my journey.",5,Line 3,SEEPZ,2026-08-22,Other,Cleanliness,washroom_cleanliness,Positive,0.94,Low,Senior citizen,Resolved,English,Synthetic Review
MPF01504,"Today, Better last-mile connectivity would help passengers.",2,Line 1,Andheri,2026-03-01,Other,Connectivity,bus_connection,Negative,-0.93,High,Working professional,Not Required,English,Synthetic Survey
MPF01505,"In my experience, The ticket machine was not working and caused a queue.",1,Line 7,Goregaon East,2026-02-12,College,Ticketing,counter_queue,Negative,-0.71,High,Senior citizen,Resolved,Hinglish,Synthetic Review
MPF01506,"During my trip, Too many passengers were packed into the train today.",2,Line 1,Azad Nagar,2026-02-17,Shopping,Crowding,peak_hour_crowding,Negative,-0.58,High,Tourist,Resolved,English,Synthetic Survey
MPF01507,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 1,Ghatkopar,2026-05-19,Daily commute,Delay,service_frequency,Positive,0.73,Low,Senior citizen,Not Required,English,Synthetic Review
MPF01508,"Today, The escalator was not working and needs maintenance.",2,Line 7,Goregaon East,2026-08-01,Work,Maintenance,infrastructure,Negative,-0.85,High,General,Not Required,English,Synthetic Review
MPF01509,Security presence at the station was reassuring.,5,Line 2A,Kandarpada,2026-06-18,Tourism,Safety,platform_safety,Positive,0.83,Low,Student,Not Required,English,Synthetic Survey
MPF01510,"Overall, The lift was out of service and caused inconvenience.",2,Line 1,Andheri,2026-03-30,Shopping,Facilities,seating_and_water,Negative,-0.65,High,Senior citizen,Open,English,Synthetic Complaint
MPF01511,"Overall, The interchange process was smooth and well signposted.",5,Line 7,Goregaon East,2026-01-30,Work,Connectivity,last_mile,Positive,0.82,Low,Senior citizen,Not Required,English,Synthetic Review
MPF01512,I felt safe throughout the journey and at the station.,4,Line 7,Jogeshwari East,2026-06-03,Daily commute,Safety,platform_safety,Positive,0.68,Low,General,Not Required,Hinglish,Synthetic Review
MPF01513,"Today, The seating area and signage were useful.",4,Line 7,Jogeshwari East,2026-08-12,Other,Facilities,seating_and_water,Positive,0.86,Low,Working professional,Not Required,English,Synthetic Review
MPF01514,"In my experience, The station has clean lifts and working escalators.",5,Line 7,Aarey,2026-01-10,Tourism,Facilities,escalator,Positive,0.83,Low,Tourist,Resolved,English,Synthetic Survey
MPF01515,"Overall, The metro connection to other transport was convenient.",4,Line 2A,Poisar,2026-03-03,Shopping,Connectivity,last_mile,Positive,0.76,Low,Student,Resolved,Hinglish,Synthetic Survey
MPF01516,"In my experience, Crowding near the doors made boarding difficult.",2,Line 6,Kanjurmarg,2026-05-20,Work,Crowding,door_area_crowding,Negative,-0.65,High,General,Open,English,Synthetic Review
MPF01517,"During my trip, There should be more working ticket counters during rush hours.",1,Line 2A,Dahisar East,2026-08-01,Daily commute,Ticketing,qr_scanner,Negative,-0.76,High,Tourist,Resolved,English,Synthetic Review
MPF01518,Please train staff to respond more politely to passengers.,1,Line 2A,Kandarpada,2026-03-16,Daily commute,Staff Behaviour,staff_helpfulness,Negative,-0.64,High,Senior citizen,Resolved,English,Synthetic Survey
MPF01519,"Today, Please improve cleanliness in the washroom area.",2,Line 3,Marol Naka,2026-02-23,Shopping,Cleanliness,station_cleanliness,Negative,-0.59,High,General,In Review,Hinglish,Synthetic Survey
MPF01520,"Today, The station infrastructure appeared well maintained.",4,Line 2A,Goregaon West,2026-01-29,College,Maintenance,infrastructure,Positive,0.94,Low,Student,Resolved,English,Synthetic Survey
MPF01521,"Overall, The interchange process was smooth and well signposted.",5,Line 6,Kanjurmarg,2026-04-15,Work,Connectivity,last_mile,Positive,0.56,Low,Senior citizen,Resolved,English,Synthetic Complaint
MPF01522,"During my trip, The ticket machine was not working and caused a queue.",2,Line 6,Shyam Nagar,2026-04-05,Tourism,Ticketing,counter_queue,Negative,-0.78,High,General,Resolved,English,Synthetic Complaint
MPF01523,"In my experience, Please improve passenger safety near the platform edge.",2,Line 2A,Goregaon West,2026-01-19,Work,Safety,security_presence,Negative,-0.5,High,General,Open,English,Synthetic Survey
MPF01524,"During my trip, The metro connection to other transport was convenient.",5,Line 6,Vikhroli,2026-01-04,Other,Connectivity,bus_connection,Positive,0.77,Low,General,Not Required,Hinglish,Synthetic Review
MPF01525,The QR ticket scanner worked smoothly.,5,Line 6,Kanjurmarg,2026-05-14,Work,Ticketing,ticket_machine,Positive,0.87,Low,Tourist,Resolved,English,Synthetic Review
MPF01526,"In my experience, The station staff were polite and helpful.",5,Line 1,DN Nagar,2026-06-06,Shopping,Staff Behaviour,staff_helpfulness,Positive,0.69,Low,General,Resolved,English,Synthetic Survey
MPF01527,The QR ticket scanner worked smoothly.,4,Line 6,Swami Samarth Nagar,2026-04-30,Tourism,Ticketing,qr_scanner,Positive,0.85,Low,General,Not Required,English,Synthetic Review
MPF01528,"Today, The platform was overcrowded and felt unsafe.",2,Line 1,Versova,2026-05-18,Work,Safety,platform_safety,Negative,-0.6,High,Senior citizen,Resolved,English,Synthetic Complaint
MPF01529,"Today, The platform was overcrowded and felt unsafe.",1,Line 3,Aarey JVLR,2026-08-08,Daily commute,Safety,general_safety,Negative,-0.5,High,Student,Open,English,Synthetic Survey
MPF01530,"During my trip, The seating area and signage were useful.",4,Line 2A,Goregaon West,2026-03-25,Other,Facilities,seating_and_water,Positive,0.6,Low,Tourist,Resolved,English,Synthetic Complaint
MPF01531,"During my trip, The coach was clean and well maintained.",4,Line 1,Ghatkopar,2026-08-20,College,Cleanliness,station_cleanliness,Positive,0.9,Low,Working professional,Not Required,English,Synthetic Survey
MPF01532,"Overall, Please train staff to respond more politely to passengers.",2,Line 6,Vikhroli,2026-03-04,Other,Staff Behaviour,staff_politeness,Negative,-0.9,High,Senior citizen,Resolved,English,Synthetic Complaint
MPF01533,The coach condition was good and everything looked maintained.,5,Line 7,Dindoshi,2026-03-05,Shopping,Maintenance,infrastructure,Positive,0.77,Low,Student,Not Required,English,Synthetic Complaint
MPF01534,"Today, The ticket price feels expensive for a short journey.",3,Line 7,Jogeshwari East,2026-04-11,College,Fare,frequent_commuter_cost,Neutral,-0.06,Medium,Student,In Review,English,Synthetic Survey
MPF01535,"Today, Too many passengers were packed into the train today.",2,Line 6,Swami Samarth Nagar,2026-01-02,Work,Crowding,door_area_crowding,Negative,-0.68,High,General,Resolved,English,Synthetic Review
MPF01536,"During my trip, The coach was extremely crowded during peak hours.",2,Line 2A,Kandarpada,2026-06-28,Other,Crowding,door_area_crowding,Negative,-0.91,High,Tourist,Not Required,English,Synthetic Complaint
MPF01537,"During my trip, Security presence at the station was reassuring.",4,Line 7,Dindoshi,2026-02-24,Daily commute,Safety,platform_safety,Positive,0.94,Low,Student,Not Required,English,Synthetic Review
MPF01538,"Today, More seating and drinking water facilities are needed.",3,Line 7,Dindoshi,2026-03-11,Tourism,Facilities,escalator,Neutral,0.09,Medium,Student,In Review,English,Synthetic Complaint
MPF01539,"During my trip, The escalator was not working and needs maintenance.",2,Line 1,Ghatkopar,2026-05-07,Tourism,Maintenance,equipment,Negative,-0.39,High,Tourist,Not Required,English,Synthetic Review
MPF01540,"In my experience, Train service was running late today. Please improve punctuality.",3,Line 7,Mogharpada,2026-07-13,College,Delay,service_frequency,Neutral,0.05,Medium,General,In Review,English,Synthetic Review
MPF01541,"Today, Please improve passenger safety near the platform edge.",1,Line 1,DN Nagar,2026-01-31,Work,Safety,platform_safety,Negative,-0.68,High,Student,Resolved,English,Synthetic Complaint
MPF01542,"Overall, Train service was running late today. Please improve punctuality.",3,Line 3,SEEPZ,2026-05-01,Tourism,Delay,service_frequency,Neutral,0.0,Medium,Student,Open,English,Synthetic Complaint
MPF01543,"Today, The staff member at the counter was rude and unhelpful.",1,Line 7,Mogharpada,2026-07-03,Shopping,Staff Behaviour,staff_politeness,Negative,-0.49,High,Student,Not Required,Hinglish,Synthetic Survey
MPF01544,"Overall, The coach condition was good and everything looked maintained.",5,Line 6,Swami Samarth Nagar,2026-03-31,Shopping,Maintenance,equipment,Positive,0.88,Low,Student,Not Required,English,Synthetic Survey
MPF01545,"Overall, Buying the ticket was quick and easy.",5,Line 2A,Dahisar East,2026-02-04,Tourism,Ticketing,ticket_machine,Positive,0.91,Low,Student,Not Required,English,Synthetic Review
MPF01546,"Today, The coach was clean and well maintained.",5,Line 7,Goregaon East,2026-07-19,College,Cleanliness,coach_cleanliness,Positive,0.89,Low,Student,Not Required,English,Synthetic Review
MPF01547,"In my experience, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Swami Samarth Nagar,2026-01-08,Other,Delay,missed_connection,Negative,-0.89,High,Working professional,Resolved,English,Synthetic Review
MPF01548,"In my experience, Crowding near the doors made boarding difficult.",2,Line 6,Vikhroli,2026-07-23,Work,Crowding,peak_hour_crowding,Negative,-0.83,High,Senior citizen,Resolved,English,Synthetic Review
MPF01549,"Overall, Very little waiting time today; the train arrived on schedule.",5,Line 2A,Kandarpada,2026-03-20,Daily commute,Delay,service_frequency,Positive,0.72,Low,General,Not Required,Hinglish,Synthetic Survey
MPF01550,Please improve cleanliness in the washroom area.,2,Line 6,Vikhroli,2026-08-28,Tourism,Cleanliness,coach_cleanliness,Negative,-0.94,High,Tourist,Open,English,Synthetic Survey
MPF01551,"Today, The station infrastructure appeared well maintained.",4,Line 1,Andheri,2026-01-08,Daily commute,Maintenance,infrastructure,Positive,0.84,Low,General,Resolved,English,Synthetic Complaint
MPF01552,The seating area and signage were useful.,3,Line 7,Jogeshwari East,2026-07-24,Work,Facilities,escalator,Neutral,-0.0,Medium,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF01553,The station has clean lifts and working escalators.,5,Line 2A,Goregaon West,2026-07-10,Daily commute,Facilities,seating_and_water,Positive,0.62,Low,Student,Resolved,English,Synthetic Survey
MPF01554,"Overall, Please review the fare for frequent daily commuters.",2,Line 3,Aarey JVLR,2026-04-15,College,Fare,fare_value,Negative,-0.94,High,Senior citizen,In Review,Hinglish,Synthetic Complaint
MPF01555,The escalator was not working and needs maintenance.,2,Line 3,Aarey JVLR,2026-02-07,Shopping,Maintenance,infrastructure,Negative,-0.45,High,Senior citizen,Resolved,English,Synthetic Survey
MPF01556,"Overall, Too many passengers were packed into the train today.",1,Line 7,Goregaon East,2026-03-11,Daily commute,Crowding,peak_hour_crowding,Negative,-0.56,High,Working professional,Open,English,Synthetic Complaint
MPF01557,"Today, The station infrastructure appeared well maintained.",4,Line 2A,Dahisar East,2026-06-10,Shopping,Maintenance,equipment,Positive,0.9,Low,General,Not Required,English,Synthetic Complaint
MPF01558,"Today, The staff member at the counter was rude and unhelpful.",1,Line 7,Aarey,2026-02-04,Tourism,Staff Behaviour,staff_helpfulness,Negative,-0.56,High,Senior citizen,Not Required,English,Synthetic Complaint
MPF01559,"Today, The station infrastructure appeared well maintained.",3,Line 7,Goregaon East,2026-05-29,Daily commute,Maintenance,infrastructure,Neutral,-0.07,Medium,General,In Review,English,Synthetic Complaint
MPF01560,"During my trip, Better last-mile connectivity would help passengers.",4,Line 2A,Poisar,2026-04-18,Shopping,Connectivity,interchange,Positive,0.87,Low,Senior citizen,Resolved,English,Synthetic Complaint
MPF01561,"In my experience, The fare is reasonable for the service provided.",5,Line 2A,Poisar,2026-05-23,Shopping,Fare,fare_value,Positive,0.66,Low,Senior citizen,Not Required,English,Synthetic Complaint
MPF01562,"During my trip, The coach condition was good and everything looked maintained.",5,Line 6,Swami Samarth Nagar,2026-05-27,Work,Maintenance,signage_and_fixtures,Positive,0.89,Low,Student,Not Required,English,Synthetic Review
MPF01563,"During my trip, The ticket price feels expensive for a short journey.",2,Line 6,Jogeshwari,2026-05-10,College,Fare,fare_value,Negative,-0.78,High,General,Resolved,English,Synthetic Survey
MPF01564,"During my trip, Broken fixtures and damaged signs should be repaired.",2,Line 1,DN Nagar,2026-07-10,Other,Maintenance,signage_and_fixtures,Negative,-0.84,High,Student,Open,English,Synthetic Survey
MPF01565,Very little waiting time today; the train arrived on schedule.,5,Line 3,MIDC,2026-07-10,Daily commute,Delay,missed_connection,Positive,0.85,Low,Student,Not Required,English,Synthetic Review
MPF01566,The station staff were polite and helpful.,4,Line 3,Marol Naka,2026-04-14,Tourism,Staff Behaviour,staff_politeness,Positive,0.76,Low,General,Not Required,Hinglish,Synthetic Survey
MPF01567,"Overall, Please improve cleanliness in the washroom area.",2,Line 1,Ghatkopar,2026-07-03,Shopping,Cleanliness,washroom_cleanliness,Negative,-0.87,High,Working professional,Resolved,Hinglish,Synthetic Complaint
MPF01568,"In my experience, Very little waiting time today; the train arrived on schedule.",4,Line 1,Azad Nagar,2026-01-11,Tourism,Delay,late_train,Positive,0.93,Low,Tourist,Not Required,English,Synthetic Survey
MPF01569,"Overall, The station infrastructure appeared well maintained.",4,Line 1,Ghatkopar,2026-08-14,Daily commute,Maintenance,infrastructure,Positive,0.72,Low,Working professional,Not Required,Hinglish,Synthetic Complaint
MPF01570,"During my trip, The station infrastructure appeared well maintained.",4,Line 7,Aarey,2026-03-08,Tourism,Maintenance,signage_and_fixtures,Positive,0.75,Low,Senior citizen,Not Required,English,Synthetic Complaint
MPF01571,"Overall, The platform was overcrowded and felt unsafe.",2,Line 1,Andheri,2026-08-16,Daily commute,Safety,general_safety,Negative,-0.7,High,Tourist,In Review,English,Synthetic Complaint
MPF01572,Please review the fare for frequent daily commuters.,2,Line 7,Jogeshwari East,2026-06-30,Work,Fare,frequent_commuter_cost,Negative,-0.91,High,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF01573,"Overall, Too many passengers were packed into the train today.",3,Line 1,Ghatkopar,2026-01-09,College,Crowding,platform_crowding,Neutral,-0.01,Medium,Student,Resolved,English,Synthetic Survey
MPF01574,"During my trip, Please improve cleanliness in the washroom area.",2,Line 7,Mogharpada,2026-03-30,College,Cleanliness,station_cleanliness,Negative,-0.67,High,Working professional,Open,English,Synthetic Survey
MPF01575,"In my experience, Buying the ticket was quick and easy.",4,Line 1,Andheri,2026-01-30,Tourism,Ticketing,qr_scanner,Positive,0.95,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01576,"In my experience, The train had comfortable space and was not crowded.",4,Line 3,Aarey JVLR,2026-02-14,Shopping,Crowding,peak_hour_crowding,Positive,0.66,Low,Student,Not Required,Hinglish,Synthetic Complaint
MPF01577,Please review the fare for frequent daily commuters.,2,Line 1,Versova,2026-01-23,Work,Fare,frequent_commuter_cost,Negative,-0.87,High,General,Not Required,English,Synthetic Survey
MPF01578,"During my trip, Crowding near the doors made boarding difficult.",1,Line 2A,Shimpoli,2026-05-08,Other,Crowding,platform_crowding,Negative,-0.87,High,Senior citizen,In Review,Hinglish,Synthetic Survey
MPF01579,"During my trip, The platform was overcrowded and felt unsafe.",2,Line 3,Marol Naka,2026-02-26,Daily commute,Safety,general_safety,Negative,-0.72,High,Senior citizen,In Review,English,Synthetic Review
MPF01580,The train was delayed by 25 minutes and I missed my connection.,2,Line 7,Jogeshwari East,2026-05-06,College,Delay,late_train,Negative,-0.81,High,Tourist,Resolved,English,Synthetic Review
MPF01581,"Today, Please improve passenger safety near the platform edge.",2,Line 7,Dindoshi,2026-09-01,Work,Safety,platform_safety,Negative,-0.63,High,Senior citizen,In Review,English,Synthetic Complaint
MPF01582,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,Marol Naka,2026-08-14,Shopping,Delay,service_frequency,Negative,-0.39,High,Working professional,Open,Hinglish,Synthetic Complaint
MPF01583,"During my trip, The seating area and signage were useful.",4,Line 3,BKC,2026-01-10,Daily commute,Facilities,escalator,Positive,0.74,Low,Working professional,Not Required,English,Synthetic Survey
MPF01584,"Overall, There should be more working ticket counters during rush hours.",2,Line 1,Ghatkopar,2026-04-18,College,Ticketing,qr_scanner,Negative,-0.81,High,Working professional,In Review,English,Synthetic Complaint
MPF01585,The coach was extremely crowded during peak hours.,2,Line 3,BKC,2026-04-02,Shopping,Crowding,door_area_crowding,Negative,-0.48,High,Senior citizen,In Review,English,Synthetic Survey
MPF01586,"During my trip, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 6,Jogeshwari,2026-05-21,Daily commute,Delay,late_train,Negative,-0.56,High,Student,Open,English,Synthetic Complaint
MPF01587,"Today, The lift was out of service and caused inconvenience.",2,Line 6,Jogeshwari,2026-01-17,College,Facilities,seating_and_water,Negative,-0.77,High,General,Open,English,Synthetic Complaint
MPF01588,Broken fixtures and damaged signs should be repaired.,2,Line 6,Shyam Nagar,2026-02-16,Daily commute,Maintenance,infrastructure,Negative,-0.71,High,Senior citizen,Not Required,Hinglish,Synthetic Survey
MPF01589,"During my trip, The ticket machine was not working and caused a queue.",1,Line 2A,Kandarpada,2026-04-13,Work,Ticketing,ticket_machine,Negative,-0.47,High,Working professional,Not Required,Hinglish,Synthetic Complaint
MPF01590,"Overall, Better last-mile connectivity would help passengers.",3,Line 7,Mogharpada,2026-02-11,Other,Connectivity,interchange,Neutral,-0.07,Medium,General,Not Required,English,Synthetic Survey
MPF01591,"In my experience, Broken fixtures and damaged signs should be repaired.",3,Line 2A,Dahisar East,2026-08-29,Daily commute,Maintenance,infrastructure,Neutral,0.02,Medium,Student,In Review,English,Synthetic Survey
MPF01592,The station has clean lifts and working escalators.,5,Line 2A,Kandarpada,2026-01-27,Tourism,Facilities,seating_and_water,Positive,0.85,Low,Tourist,Not Required,English,Synthetic Complaint
MPF01593,"In my experience, I felt safe throughout the journey and at the station.",5,Line 3,MIDC,2026-08-11,Other,Safety,security_presence,Positive,0.59,Low,Senior citizen,Resolved,Hinglish,Synthetic Review
MPF01594,"During my trip, The station floor was dirty and bins were overflowing.",2,Line 1,Andheri,2026-05-16,Work,Cleanliness,washroom_cleanliness,Negative,-0.75,High,Student,Open,English,Synthetic Complaint
MPF01595,"Today, Frequent delays on this route are becoming difficult for daily commuters.",3,Line 3,BKC,2026-04-20,Other,Delay,late_train,Neutral,0.05,Medium,Working professional,Resolved,English,Synthetic Survey
MPF01596,"Overall, Please improve cleanliness in the washroom area.",2,Line 6,Kanjurmarg,2026-05-18,Tourism,Cleanliness,coach_cleanliness,Negative,-0.54,High,Tourist,Resolved,English,Synthetic Survey
MPF01597,"Today, The station staff were polite and helpful.",5,Line 3,SEEPZ,2026-07-03,Daily commute,Staff Behaviour,security_assistance,Positive,0.9,Low,Working professional,Resolved,English,Synthetic Complaint
MPF01598,"Overall, The station has clean lifts and working escalators.",5,Line 7,Goregaon East,2026-02-17,College,Facilities,lift,Positive,0.82,Low,Working professional,Not Required,English,Synthetic Review
MPF01599,"In my experience, The coach condition was good and everything looked maintained.",5,Line 1,Azad Nagar,2026-07-25,Shopping,Maintenance,equipment,Positive,0.77,Low,Senior citizen,Not Required,English,Synthetic Review
MPF01600,"In my experience, The fare is reasonable for the service provided.",4,Line 7,Aarey,2026-07-30,Work,Fare,fare_value,Positive,0.83,Low,Student,Not Required,English,Synthetic Review
MPF01601,"Overall, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 3,Aarey JVLR,2026-06-29,Other,Delay,missed_connection,Negative,-0.73,High,General,In Review,English,Synthetic Survey
MPF01602,"Overall, It was difficult to connect from the metro to the bus stop.",2,Line 1,Ghatkopar,2026-03-19,College,Connectivity,interchange,Negative,-0.62,High,General,Not Required,English,Synthetic Survey
MPF01603,"Overall, The coach was clean and well maintained.",4,Line 3,BKC,2026-04-10,College,Cleanliness,washroom_cleanliness,Positive,0.61,Low,Student,Resolved,English,Synthetic Complaint
MPF01604,"In my experience, The staff member at the counter was rude and unhelpful.",1,Line 7,Jogeshwari East,2026-07-29,Tourism,Staff Behaviour,staff_politeness,Negative,-0.81,High,Student,In Review,English,Synthetic Survey
MPF01605,"Today, Good value for money compared with other transport options.",5,Line 7,Jogeshwari East,2026-03-05,Tourism,Fare,frequent_commuter_cost,Positive,0.88,Low,Tourist,Not Required,Hinglish,Synthetic Review
MPF01606,The station floor was dirty and bins were overflowing.,2,Line 7,Goregaon East,2026-05-08,College,Cleanliness,washroom_cleanliness,Negative,-0.41,High,Student,In Review,English,Synthetic Complaint
MPF01607,"Today, Security presence at the station was reassuring.",4,Line 1,Versova,2026-03-17,Tourism,Safety,security_presence,Positive,0.85,Low,Tourist,Not Required,English,Synthetic Survey
MPF01608,"Today, There should be more working ticket counters during rush hours.",2,Line 3,SEEPZ,2026-01-16,Daily commute,Ticketing,qr_scanner,Negative,-0.93,High,Tourist,Resolved,English,Synthetic Survey
MPF01609,"Today, Please improve passenger safety near the platform edge.",3,Line 3,Aarey JVLR,2026-01-26,Work,Safety,security_presence,Neutral,0.1,Medium,Tourist,Not Required,English,Synthetic Survey
MPF01610,"Today, The station staff were polite and helpful.",5,Line 7,Goregaon East,2026-04-09,College,Staff Behaviour,staff_politeness,Positive,0.88,Low,General,Resolved,Hinglish,Synthetic Survey
MPF01611,"Today, The train had comfortable space and was not crowded.",5,Line 2A,Goregaon West,2026-04-17,Work,Crowding,door_area_crowding,Positive,0.71,Low,Tourist,Not Required,English,Synthetic Review
MPF01612,"Today, Frequent delays on this route are becoming difficult for daily commuters.",2,Line 7,Dindoshi,2026-08-24,Daily commute,Delay,service_frequency,Negative,-0.86,High,Working professional,Resolved,Hinglish,Synthetic Complaint
MPF01613,"Overall, The train had comfortable space and was not crowded.",5,Line 3,Marol Naka,2026-06-27,Shopping,Crowding,peak_hour_crowding,Positive,0.91,Low,General,Not Required,Hinglish,Synthetic Complaint
MPF01614,"Overall, Better last-mile connectivity would help passengers.",3,Line 7,Mogharpada,2026-03-30,College,Connectivity,interchange,Neutral,-0.09,Medium,Senior citizen,In Review,English,Synthetic Survey
MPF01615,"In my experience, Crowding near the doors made boarding difficult.",2,Line 6,Kanjurmarg,2026-07-18,College,Crowding,peak_hour_crowding,Negative,-0.5,High,General,Resolved,Hinglish,Synthetic Review
MPF01616,Please improve passenger safety near the platform edge.,2,Line 7,Dindoshi,2026-04-22,Shopping,Safety,platform_safety,Negative,-0.65,High,Tourist,In Review,English,Synthetic Survey
MPF01617,"Overall, Security staff guided me properly when I asked for help.",4,Line 6,Swami Samarth Nagar,2026-06-30,Shopping,Staff Behaviour,staff_politeness,Positive,0.63,Low,Working professional,Not Required,English,Synthetic Survey
MPF01618,The station has clean lifts and working escalators.,5,Line 2A,Shimpoli,2026-04-19,Other,Facilities,lift,Positive,0.88,Low,Tourist,Not Required,English,Synthetic Survey
MPF01619,"During my trip, The train had comfortable space and was not crowded.",5,Line 1,Versova,2026-08-29,Shopping,Crowding,peak_hour_crowding,Positive,0.88,Low,General,Not Required,English,Synthetic Survey
MPF01620,"Overall, Train service was running late today. Please improve punctuality.",2,Line 3,BKC,2026-02-17,Work,Delay,missed_connection,Negative,-0.93,High,Tourist,Open,Hinglish,Synthetic Review
MPF01621,"Today, The station has clean lifts and working escalators.",5,Line 3,SEEPZ,2026-04-13,Daily commute,Facilities,lift,Positive,0.56,Low,Tourist,Not Required,English,Synthetic Survey
MPF01622,"During my trip, I felt safe throughout the journey and at the station.",5,Line 3,Aarey JVLR,2026-04-07,Work,Safety,general_safety,Positive,0.63,Low,Tourist,Not Required,Hinglish,Synthetic Review
MPF01623,"During my trip, The lift was out of service and caused inconvenience.",2,Line 2A,Dahisar East,2026-01-09,Work,Facilities,seating_and_water,Negative,-0.69,High,General,Open,English,Synthetic Complaint
MPF01624,"During my trip, Buying the ticket was quick and easy.",5,Line 3,SEEPZ,2026-02-27,Tourism,Ticketing,ticket_machine,Positive,0.84,Low,Senior citizen,Resolved,English,Synthetic Complaint
MPF01625,The lift was out of service and caused inconvenience.,2,Line 3,MIDC,2026-07-17,Daily commute,Facilities,seating_and_water,Negative,-0.41,High,Tourist,Not Required,English,Synthetic Review
MPF01626,"Today, Crowding near the doors made boarding difficult.",2,Line 3,Aarey JVLR,2026-06-14,College,Crowding,door_area_crowding,Negative,-0.71,High,Working professional,Open,English,Synthetic Complaint
MPF01627,"In my experience, Broken fixtures and damaged signs should be repaired.",3,Line 7,Dindoshi,2026-07-28,Shopping,Maintenance,infrastructure,Neutral,-0.03,Medium,Student,Resolved,English,Synthetic Review
MPF01628,"Overall, Please improve passenger safety near the platform edge.",1,Line 3,Marol Naka,2026-02-12,Other,Safety,platform_safety,Negative,-0.62,High,Student,Resolved,English,Synthetic Survey
MPF01629,The ticket machine was not working and caused a queue.,2,Line 1,Versova,2026-03-31,Tourism,Ticketing,ticket_machine,Negative,-0.79,High,Student,Open,English,Synthetic Survey
MPF01630,"Overall, The coach was extremely crowded during peak hours.",2,Line 2A,Shimpoli,2026-08-07,Work,Crowding,peak_hour_crowding,Negative,-0.91,High,Senior citizen,In Review,Hinglish,Synthetic Review
MPF01631,"During my trip, Security staff guided me properly when I asked for help.",3,Line 1,Ghatkopar,2026-07-20,Shopping,Staff Behaviour,staff_politeness,Neutral,-0.05,Medium,General,In Review,English,Synthetic Complaint
MPF01632,"During my trip, The staff member at the counter was rude and unhelpful.",1,Line 6,Jogeshwari,2026-01-07,Work,Staff Behaviour,staff_helpfulness,Negative,-0.71,High,General,Not Required,English,Synthetic Complaint
MPF01633,"During my trip, The station staff were polite and helpful.",5,Line 6,Kanjurmarg,2026-03-22,Tourism,Staff Behaviour,security_assistance,Positive,0.59,Low,Student,Resolved,English,Synthetic Review
MPF01634,"Overall, The coach was extremely crowded during peak hours.",2,Line 6,Kanjurmarg,2026-05-31,Shopping,Crowding,door_area_crowding,Negative,-0.37,High,Working professional,Resolved,English,Synthetic Review
MPF01635,"Overall, The coach was clean and well maintained.",5,Line 7,Dindoshi,2026-07-23,College,Cleanliness,coach_cleanliness,Positive,0.86,Low,Student,Not Required,English,Synthetic Complaint
MPF01636,Crowding near the doors made boarding difficult.,2,Line 6,Jogeshwari,2026-08-07,College,Crowding,door_area_crowding,Negative,-0.89,High,Working professional,Open,English,Synthetic Review
MPF01637,"Today, Crowding near the doors made boarding difficult.",1,Line 3,SEEPZ,2026-04-25,Work,Crowding,peak_hour_crowding,Negative,-0.41,High,Student,Resolved,Hinglish,Synthetic Survey
MPF01638,"In my experience, The escalator was not working and needs maintenance.",2,Line 1,Andheri,2026-01-28,Work,Maintenance,infrastructure,Negative,-0.76,High,Senior citizen,Open,English,Synthetic Complaint
MPF01639,"During my trip, Security presence at the station was reassuring.",4,Line 7,Dindoshi,2026-06-20,Other,Safety,platform_safety,Positive,0.66,Low,Working professional,Not Required,English,Synthetic Survey
MPF01640,"Overall, More seating and drinking water facilities are needed.",3,Line 6,Vikhroli,2026-02-09,Work,Facilities,lift,Neutral,-0.01,Medium,Senior citizen,In Review,English,Synthetic Survey
MPF01641,"During my trip, Security staff guided me properly when I asked for help.",5,Line 6,Kanjurmarg,2026-05-04,Tourism,Staff Behaviour,staff_helpfulness,Positive,0.87,Low,Working professional,Not Required,English,Synthetic Complaint
MPF01642,"Overall, More seating and drinking water facilities are needed.",3,Line 1,Azad Nagar,2026-01-25,Work,Facilities,escalator,Neutral,0.08,Medium,General,Resolved,English,Synthetic Review
MPF01643,"In my experience, The train had comfortable space and was not crowded.",5,Line 6,Swami Samarth Nagar,2026-07-21,College,Crowding,door_area_crowding,Positive,0.93,Low,Student,Resolved,Hinglish,Synthetic Complaint
